Mansfield District Hospital,Public,53 Highett Street,"Mansfield, Vic 3722","
03 5775 8800
",http://www.mdh.org.au/,< 50,Member of Nexus Hospitals,"['Domiciliary care unit', 'Emergency services', 'Maintenance renal dialysis unit', 'Nursing home care unit', 'Obstetric services']"
Mareeba Hospital,Public,21 Lloyd Street,"Mareeba, Qld 4880","
07 4092 9333
",http://www.health.qld.gov.au/services/cairns-hinterland/cairns_mareeba_hosp.asp,< 50,Member of Nexus Hospitals,"['Alcohol and drug unit', 'Emergency services', 'Obstetric services']"
Margaret River Hospital,Public,Farrelly Street,"Margaret River, WA 6285","
08 9757 0400
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=114,< 50,Member of Nexus Hospitals,"['Domiciliary care unit', 'Emergency services', 'Geriatric assessment unit', 'Obstetric services']"
Maroondah Hospital [East Ringwood],Public,Davey Drive,"Ringwood East, Vic 3135","
1300 342 255
",https://www.easternhealth.org.au/locations/maroondah-hospital,200–500,Member of Nexus Hospitals,"['Acute renal dialysis unit', 'Coronary care unit', 'Diabetes unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Infectious diseases unit', 'Intensive care unit', 'Maintenance renal dialysis unit', 'Major plastic or reconstructive surgery unit', 'Oncology unit', 'Paediatric service', 'Psychiatric unit']"
Maryborough District Health Service [Dunolly],Public,20 Havelock Street,"Dunolly, Vic 3472","
03 5468 1000
",https://www.easternhealth.org.au/locations/maroondah-hospital,< 50,Member of Nexus Hospitals,[]
Maryborough District Health Service [Maryborough],Public,75-87 Clarendon Street,"Maryborough, Vic 3465","
03 5461 0333
",https://www.easternhealth.org.au/locations/maroondah-hospital,< 50,Member of Nexus Hospitals,"['Acute renal dialysis unit', 'Emergency services', 'Nursing home care unit']"
Maryborough Hospital,Public,185 Walker Street,"Maryborough, Qld 4650","
07 4122 8222
",http://www.health.qld.gov.au/services/widebay/wb-maryborough.asp,50–99,Member of Nexus Hospitals,"['Acute renal dialysis unit', 'Emergency department', 'Psychiatric unit']"
Maryvale Private Hospital,Private,286 Maryvale Road,"Morwell, Vic 3840","
03 5132 1200
",http://www.maryvaleph.com.au,< 50,,[]
Masada Private Hospital,Private,26 Balaclava Road,"St Kilda, Vic 3183","
03 9038 1300
",http://www.masadaprivate.com.au,50–99,Member of Ramsay Health Care Australia Pty Ltd,[]
Mater Adult Hospital,Public,Raymond Terrace,"South Brisbane, Qld 4101","
07 3163 8111
",http://www.mater.org.au/getdoc/806bc4dc-5fa5-4cf8-9d9c-5928061dd12f/Mater-Adult-Hospital.aspx,200–500,Member of Ramsay Health Care Australia Pty Ltd,['Emergency department']
Mater Children's Hospital,Public,Raymond Terrace,"South Brisbane, Qld 4101","
07 3163 8111
",http://www.mater.org.au/getdoc/806bc4dc-5fa5-4cf8-9d9c-5928061dd12f/Mater-Adult-Hospital.aspx,tment or services not available at this hospital,Member of Ramsay Health Care Australia Pty Ltd,[]
Mater Children's Private Hospital,Private,Raymond Terrace,"South Brisbane, Qld 4101","
07 3163 8111
",http://www.mater.org.au,50–99,Member of Mater Health Services,"['Intensive care unit', 'Paediatric service', 'Psychiatric unit']"
Mater Hospital Pimlico,Private,21 - 37 Fulham Road,"Pimlico, Qld 4812","
07 4727 4444
",http://www.matertsv.org.au,100–199,Member of Mater Health Services North Queensland,"['Acute renal dialysis unit', 'Coronary care unit', 'Intensive care unit']"
Mater Hospital Sydney,Private,25 Rocklands Road,"North Sydney, NSW 2060","
02 9900 7300
",http://www.matersydney.com.au,200–500,Member of St Vincent's Health Australia,"['Acute renal dialysis unit', 'Intensive care unit', 'Obstetric services']"
Mater Misericordiae Day Unit,Private,1 Wellington Street,"Mackay, Qld 4740","
07 4953 5990
",http://www.mercycq.com,< 50,Member of Mater Misericordiae Mackay,[]
Mater Misericordiae Hospital Bundaberg,Private,313 Bourbong Street,"Bundaberg, Qld 4670","
07 4153 9539
",http://www.mercycq.com/hospital_bundaberg.htm,50–99,,[]
Mater Misericordiae Hospital Gladstone,Private,50 Rossella Street,"Gladstone, Qld 4680","
07 4971 3713
",http://www.mercycq.com/hospital_gladstone.htm,< 50,,['Obstetric services']
Mater Misericordiae Hospital Mackay,Private,76 Willetts Road,"Mackay, Qld 4740","
07 4965 5666
",http://www.mercycq.com/hospital_mackay.htm,100–199,,"['Coronary care unit', 'Obstetric services', 'Paediatric service']"
Mater Misericordiae Hospital Rockhampton,Private,Ward Street,"Rockhampton, Qld 4700","
07 4931 3313
",http://www.mercycq.com/hospital_rockhampton.htm,100–199,,"['Coronary care unit', 'Obstetric services', 'Paediatric service']"
Mater Misericordiae Hospital Yeppoon,Private,55 Cliff Street,"Yeppoon, Qld 4703","
07 4939 4611
",http://www.mercycq.com/hospital_yeppoon.htm,< 50,,[]
Mater Mothers' Hospital,Public,Raymond Terrace,"South Brisbane, Qld 4101","
07 3163 1918
",http://www.mater.org.au/Home/Hospitals/Mater-Mothers--Hospital,100–199,,[]
Mater Mother's Private Hospital,Private,Raymond Terrace,"South Brisbane, Qld 4101","
07 3163 8111
",http://www.mater.org.au,100–199,Member of Mater Health Services,"['Intensive care unit', 'Obstetric services']"
Mater Private Hospital Brisbane,Private,301 Vulture Street,"South Brisbane, Qld 4101","
07 3163 8111
",http://www.mater.org.au,200–500,Member of Mater Health Services,"['Coronary care unit', 'Emergency department', 'Geriatric assessment unit', 'Intensive care unit']"
Mater Private Hospital Redland,Private,Weippin Street,"Cleveland, Qld 4163","
07 3163 7444
",http://www.mater.org.au,50–99,Member of Mater Health Services,['Obstetric services']
Mater Women's and Children's Hospital Hyde Park,Private,12 Oxford Street,"Hyde Park, Qld 4812","
07 4727 4444
",http://www.matertsv.org.au,50–99,Member of Mater Health Services North Queensland,"['Obstetric services', 'Paediatric service']"
May Shaw District Nursing Centre,Public,37 Wellington Street,"Swansea, Tas 7190","
03 6257 9100
",http://www.dhhs.tas.gov.au/service_information/services_files/may_shaw_health_centre_inc,< 50,Member of Mater Health Services North Queensland,[]
McLaren Vale & Districts War Memorial Hospital Inc,Private,3 Aldersey Street,"McLaren Vale, SA 5171","
08 8323 6600
",http://www.mclarenvalehospital.com.au,< 50,,['Alcohol and drug unit']
Meekatharra Hospital,Public,Savage Street,"Meekatharra, WA 6642","
08 9981 0600
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=115,< 50,,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
Melbourne MediBrain & MediSleep Centre,Private,631 Inkerman Road,"Caulfield North, Vic 3161","
03 9504 8400
",http://www.medibrain.com.au,< 50,,['Psychiatric unit']
Melbourne Oral & Facial Surgery,Private,"Level 12, 63 Exhibition Street","Melbourne, Vic 3000","
03 9654 4844
",http://www.mofs.com.au,< 50,,[]
Melbourne Private Hospital,Private,Royal Parade,"Parkville, Vic 3052","
03 8341 3400
",http://www.melbourneprivatehospital.com.au,100–199,Member of Healthscope,"['Coronary care unit', 'Intensive care unit']"
Melton Health,Public,195-209 Barries Road,"Melton West, Vic 3337","
03 9747 7600
",http://www.melbourneprivatehospital.com.au,< 50,Member of Healthscope,"['Acute renal dialysis unit', 'Oncology unit']"
Menindee Health Service,Public,Perry Street,"Menindee, NSW 2879","
08 8091 4209
",http://www.melbourneprivatehospital.com.au,< 50,Member of Healthscope,['Emergency department']
Meningie and Districts Memorial Hospital and Health Services,Public,2 South Terrace,"Meningie, SA 5264","
08 8575 2777
",http://www.sahealth.sa.gov.au/meningiehospital,< 50,Member of Healthscope,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
Mercy Care Hospital - Albury,Public,550 Poole Street,"Albury, NSW 2640","
02 6042 1400
",http://www.mercyhealth.com.au/hcmhs/clinics/Pages/Mercy%20Health%20Albury.aspx,< 50,Member of Healthscope,"['Domiciliary care unit', 'Geriatric assessment unit', 'Hospice care unit', 'Nursing home care unit', 'Rehabilitation unit']"
Mercy Care Hospital - Young,Public,69 Demondrille Street,"Young, NSW 2594","
02 6382 8444
",http://www.mercyhealth.com.au/hcmhs/clinics/Pages/Mercy%20Care%20Centre%20Young.aspx,< 50,Member of Healthscope,"['Domiciliary care unit', 'Geriatric assessment unit', 'Hospice care unit', 'Nursing home care unit', 'Rehabilitation unit']"
Mercy Health - O'Connell Family Centre,Public,6 Mont Albert Road,"Canterbury, Vic 3126","
03 8416 7600
",http://www.mercyhealth.com.au/meps/ofc/Pages/O%27Connell%20Family%20Centre%20-%20About%20Us.aspx,< 50,Member of Healthscope,[]
Mercy Hospital for Women,Public,163 Studley Road,"Heidelberg, Vic 3084","
03 8458 4444
",http://www.mercyhealth.com.au/hcmhs/clinics/Pages/Heidelberg%20-%20Mercy%20Hospital%20for%20Women.aspx,100–199,Member of Healthscope,"['Clinical genetics unit', 'Diabetes unit', 'Domiciliary care unit', 'Emergency department', 'Neonatal intensive care unit', 'Obstetric services', 'Oncology unit', 'Paediatric service']"
Merredin Health Service,Public,Kitchener Road,"Merredin, WA 6415","
08 9081 3222
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=118,< 50,Member of Healthscope,"['Domiciliary care unit', 'Emergency services', 'Hospice care unit', 'Nursing home care unit', 'Rehabilitation unit']"
Merriwa Multi Purpose Service,Public,MacKenzie Street,"Merriwa, NSW 2329","
02 6532 5000
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=118,< 50,Member of Healthscope,"['Emergency department', 'Nursing home care unit']"
Mersey Community Hospital,Public,Bass Highway,"Latrobe, Tas 7307","
03 6478 5500
",http://www.dhhs.tas.gov.au/hospital/mersey-community-hospital,50–99,Member of Healthscope,"['Emergency department', 'Paediatric service', 'Sleep centre']"
MetroRehab Hospital,Private,275 Addison Road,"Petersham, NSW 2049","
02 8585 4900
",http://www.metrorehab.com.au,< 50,,[]
Metwest Surgical,Private,17 Hereward Highway,"Blacktown, NSW 2148","
02 9622 7667
",http://www.metwesteyecentre.com.au,< 50,Member of Metwest Surgical,[]
Midlands Multi Purpose Centre,Public,13 Church Street,"Oatlands, Tas 7120","
03 6254 5030
",http://www.dhhs.tas.gov.au/service_information/service_delivery_points/midlands_multi-purpose_health_centre,< 50,Member of Metwest Surgical,[]
Mildura Base Hospital,Public,Ontario Avenue,"Mildura, Vic 3502","
03 5022 3333
",http://www.mildurabase.com.au/,100–199,Member of Metwest Surgical,"['Coronary care unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Hospice care unit', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Psychiatric unit', 'Rehabilitation unit']"
Mildura Private Hospital,Private,220-228 Thirteenth Street,"Mildura, Vic 3500","
03 5022 2611
",http://www.milduraprivatehospital.com.au,50–99,,[]
Miles Hospital,Public,26 Colamba Street,"Miles, Qld 4415","
07 4628 5600
",http://www.health.qld.gov.au/services/darlingdowns/ddowns-miles-hs.asp,< 50,,"['Domiciliary care unit', 'Emergency services']"
Millicent and Districts Hospital and Health Service,Public,Mount Gambier Road,"Millicent, SA 5280","
08 8733 4755
",http://www.sahealth.sa.gov.au/millicenthospital,< 50,,"['Coronary care unit', 'Domiciliary care unit', 'Emergency services', 'Geriatric assessment unit', 'Hospice care unit', 'Nursing home care unit', 'Obstetric services']"
Millmerran Hospital,Public,50 Commens Street,"Millmerran, Qld 4357","
07 4695 3111
",http://www.health.qld.gov.au/services/darlingdowns/ddowns-millmerran-hs.asp,< 50,,"['Domiciliary care unit', 'Emergency services']"
Milton Ulladulla Hospital,Public,104-106 Princes Highway,"Milton, NSW 2538","
02 4455 1333
",http://www.islhd.health.nsw.gov.au/Milton_Ulladulla/default.asp,< 50,,"['Domiciliary care unit', 'Emergency department']"
Miranda Eye Surgical Centre,Private,Suite 4/16-22 Willock Avenue,"Miranda, NSW 2228","
02 9540 4586
",http://www.islhd.health.nsw.gov.au/Milton_Ulladulla/default.asp,< 50,,[]
Mitcham Private Hospital,Private,27 Doncaster East Road,"Mitcham, Vic 3132","
03 9210 3222
",http://www.mitchamprivate.com.au,100–199,Member of Ramsay Health Care Australia Pty Ltd,"['Obstetric services', 'Paediatric service', 'Psychiatric unit']"
Mitchell Hospital,Public,95 Ann Street,"Mitchell, Qld 4465","
07 4623 1277
",http://www.health.qld.gov.au/services/southwest/swest_mitch_hosp.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services']"
Modbury Hospital,Public,41-69 Smart Road,"Modbury, SA 5092","
08 8161 2000
",http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+services/hospitals+and+health+services+metropolitan+adelaide/modbury+hospital/modbury+hospital,100–199,Member of Ramsay Health Care Australia Pty Ltd,"['Coronary care unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Hospice care unit', 'Oncology unit', 'Paediatric service', 'Psychiatric unit', 'Rehabilitation unit']"
Mogo Day Surgery,Private,2-4 Charles Street,"Mogo, NSW 2536","
02 4474 3774
",http://www.mogodaysurgery.com.au,< 50,,[]
Molong Health Service,Public,King Street,"Molong, NSW 2866","
02 6392 3300
",http://www.mogodaysurgery.com.au,< 50,,"['Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Mona Vale Hospital,Public,Coronation Street,"Mona Vale, NSW 2103","
02 9998 0333
",http://www.nslhd.health.nsw.gov.au/Hospitals/MonaVale/,100–199,,"['Coronary care unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Intensive care unit', 'Maintenance renal dialysis unit', 'Obstetric services', 'Paediatric service', 'Rehabilitation unit']"
Monash Medical Centre [Clayton],Public,246 Clayton Road,"Clayton, Vic 3168","
03 9594 6666
",http://www.monashhealth.org/page/Monash_Medical_Centre,> 500,,"['Acute renal dialysis unit', 'Alcohol and drug unit', 'Cardiac surgery unit', 'Clinical genetics unit', 'Coronary care unit', 'Diabetes unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Hospice care unit', 'Infectious diseases unit', 'Intensive care unit', 'Maintenance renal dialysis unit', 'Major plastic or reconstructive surgery unit', 'Neonatal intensive care unit', 'Neurosurgical unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Pancreas transplantation unit', 'Psychiatric unit', 'Renal transplantation unit', 'Sleep centre']"
Monash Medical Centre [Moorabbin],Public,823-865 Centre Road,"East Bentleigh, Vic 3165","
03 9928 8111
",http://www.monashhealth.org/page/Monash_Medical_Centre,100–199,,"['Maintenance renal dialysis unit', 'Oncology unit']"
Monto Hospital,Public,35 Flinders Street,"Monto, Qld 4630","
07 4166 9300
",http://www.health.qld.gov.au/services/widebay/wb-monto.asp,< 50,,['Emergency services']
Montserrat Day Hospital Gaythorne,Private,383-391 Samford Road,"Gaythorne, Qld 4051","
07 3550 3550
",http://www.montserrat.com.au,< 50,Member of Montserrat Day Hospitals,[]
Montserrat Day Hospital Indooroopilly,Private,12 Riverview Terrace,"Indooroopilly, Qld 4068","
07 3878 7222
",http://www.montserrat.com.au,< 50,Member of Montserrat Day Hospitals,[]
Moora Hospital,Public,Dandaragan Road,"Moora, WA 6510","
08 9651 0222
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=120,< 50,Member of Montserrat Day Hospitals,"['Domiciliary care unit', 'Emergency services', 'Hospice care unit', 'Nursing home care unit']"
Moranbah Hospital,Public,Elliott Street,"Moranbah, Qld 4744","
07 4941 4600
",http://www.health.qld.gov.au/services/mackay/moranb_hosp.asp,< 50,Member of Montserrat Day Hospitals,['Emergency services']
Morawa Health Service,Public,Caulfield Road,"Morawa, WA 6623","
08 9971 0200
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=121,< 50,Member of Montserrat Day Hospitals,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
Moree Hospital,Public,Alice Street,"Moree, NSW 2400","
02 6757 0000
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=121,< 50,Member of Montserrat Day Hospitals,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Hospice care unit', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit']"
Morisset Hospital,Public,Dora Street,"Morisset, NSW 2264","
02 4973 0222
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=121,100–199,Member of Montserrat Day Hospitals,['Psychiatric unit']
Mornington Island Hospital,Public,Lardyl Street,"Mornington Island, Qld 4871","
07 4745 7209
",https://www.health.qld.gov.au/services/northwest/nwest_mornis_phcc,< 50,Member of Montserrat Day Hospitals,"['Emergency services', 'Maintenance renal dialysis unit']"
Moruya Hospital,Public,2-10 River Street,"Moruya, NSW 2537","
02 4474 2666
",https://www.health.qld.gov.au/services/northwest/nwest_mornis_phcc,50–99,Member of Montserrat Day Hospitals,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit']"
Mosman Private Hospital,Private,1 Ellamatta Avenue,"Mosman, NSW 2088","
02 8968 6000
",http://www.mosmanprivatehospital.com.au,< 50,Member of Healthscope,"['Hospice care unit', 'Psychiatric unit']"
Mossman Hospital,Public,9 Hospital Street,"Mossman, Qld 4873","
07 4084 1200
",http://www.health.qld.gov.au/services/cairns-hinterland/cairns_doug_mphs.asp,< 50,Member of Healthscope,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
Mount Barker District Soldiers' Memorial Hospital,Public,Wellington Road,"Mount Barker, SA 5251","
08 8393 1777
",http://www.sahealth.sa.gov.au/MtBarkerhospital,< 50,Member of Healthscope,"['Domiciliary care unit', 'Emergency services', 'Obstetric services']"
Mount Druitt Hospital,Public,75 Railway Street,"Mount Druitt, NSW 2770","
02 9881 1555
",http://www.wslhd.health.nsw.gov.au/Blacktown-Mount-Druitt-Hospital,100–199,Member of Healthscope,"['Alcohol and drug unit', 'Coronary care unit', 'Diabetes unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Hospice care unit', 'Paediatric service', 'Psychiatric unit', 'Rehabilitation unit']"
Mount Eliza Aged Care & Rehabilitation Service,Public,33 Jacksons Road,"Mount Eliza, Vic 3930","
03 9788 1200
",http://www.wslhd.health.nsw.gov.au/Blacktown-Mount-Druitt-Hospital,< 50,Member of Healthscope,[]
Mount Gambier and Districts Health Service,Public,276-300 Wehl Street North,"Mount Gambier, SA 5290","
08 8721 1200
",http://www.sahealth.sa.gov.au/mtgambierhospital,50–99,Member of Healthscope,"['Domiciliary care unit', 'Emergency department', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Rehabilitation unit']"
Mount Gambier Private Hospital,Private,276-300 Wehl Street North,"Mount Gambier, SA 5290","
08 8721 1412
",http://www.sahealth.sa.gov.au/mtgambierhospital,< 50,,[]
Mount Hospital,Private,150 Mounts Bay Road,"West Perth, WA 6005","
08 9481 1822
",http://www.mounthospital.com.au,200–500,Member of Healthscope,"['Coronary care unit', 'Intensive care unit', 'Paediatric service']"
Mount Isa Base Hospital,Public,30 Camooweal Street,"Mount Isa, Qld 4825","
07 4744 4444
",https://www.health.qld.gov.au/services/northwest/nwest_mtisa_hosp,50–99,Member of Healthscope,"['Emergency department', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit']"
Mount Morgan Hospital,Public,Black Street,"Mount Morgan, Qld 4714","
07 4912 5100
",http://www.health.qld.gov.au/services/central-queensland/mt-morgan.asp,< 50,Member of Healthscope,['Emergency services']
Mount Pleasant District Hospital,Public,28 Hospital Road,"Mount Pleasant, SA 5235","
08 8568 0000
",http://www.sahealth.sa.gov.au/MtPleasanthospital,< 50,Member of Healthscope,"['Emergency services', 'Nursing home care unit']"
Mount Wilga Private Hospital,Private,66 Rosamond Street,"Hornsby, NSW 2077","
02 9847 5000
",http://www.mtwilgaprivate.com.au/,50–99,Member of Ramsay Health Care Australia Pty Ltd,[]
Moura Hospital,Public,14 Nott Street,"Moura, Qld 4718","
07 4997 2900
",http://www.health.qld.gov.au/services/central-queensland/moura.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,['Emergency services']
Moyne Health Services [Port Fairy],Public,30-36 Villiers Street,"Port Fairy, Vic 3284","
03 5568 0100
",http://www.health.qld.gov.au/services/central-queensland/moura.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
Mudgee Health Service,Public,Meares Street,"Mudgee, NSW 2850","
02 6378 6222
",http://www.health.qld.gov.au/services/central-queensland/moura.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency department', 'Obstetric services', 'Rehabilitation unit']"
Mullewa Health Service,Public,Elder Street,"Mullewa, WA 6630","
08 9961 6200
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=124,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
Mullumbimby Hospital,Public,1-3 Azalea Street,"Mullumbimby, NSW 2482","
02 6684 2266
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=124,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Obstetric services']"
Mundubbera Hospital,Public,96 Leichhardt Street,"Mundubbera, Qld 4626","
07 4165 5200
",http://www.health.qld.gov.au/services/widebay/wb-mundubbera.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,['Emergency services']
Mungindi Hospital,Public,Barwon Street,"Mungindi, Qld 2406","
02 6705 6100
",http://www.health.qld.gov.au/services/southwest/swest_mungin_hosp.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services']"
Murgon Hospital,Public,Coronation Drive,"Murgon, Qld 4605","
07 4169 9600
",http://www.health.qld.gov.au/services/darlingdowns/ddowns-murgon-hs.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services']"
Murray Bridge Soldiers' Memorial Hospital,Public,96 Swanport Road,"Murray Bridge, SA 5253","
08 8535 6777
",http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+services/hospitals+and+health+services+-+country+south+australia/murray+mallee+hospitals+and+health+services/murray+bridge+soldiers+memorial+hospital,50–99,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Geriatric assessment unit', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit']"
Murray District Hospital,Public,McKay Street,"Pinjarra, WA 6208","
08 9531 7222
",http://www.rkpg.health.wa.gov.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,[]
Murray Valley Private Hospital,Private,Nordsvan Drive,"Wodonga, Vic 3690","
02 6055 3100
",http://www.mvph.com.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,[]
Murrumburrah-Harden Hospital,Public,54 Swift Street,"Harden, NSW 2587","
02 6386 2200
",http://www.mvph.com.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Murwillumbah Hospital,Public,8 Ewing Street,"Murwillumbah, NSW 2484","
02 6672 1822
",http://www.mvph.com.au,50–99,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency department', 'Obstetric services', 'Oncology unit', 'Rehabilitation unit']"
Muswellbrook Hospital,Public,36 Brentwood Street,"Muswellbrook, NSW 2333","
02 6542 2000
",http://www.mvph.com.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency department', 'Maintenance renal dialysis unit', 'Nursing home care unit', 'Obstetric services', 'Oncology unit']"
Nambour Day Surgery,Private,115 Howard Street,"Nambour, Qld 4560","
07 5476 3700
",http://www.eastcoastwomens.com.au,not available,,[]
Nambour General Hospital,Public,Hospital Road,"Nambour, Qld 4560","
07 5470 6600
",http://www.health.qld.gov.au/services/sunshinecoast/nambour.asp,200–500,,"['Acute renal dialysis unit', 'AIDS unit', 'Alcohol and drug unit', 'Cardiac surgery unit', 'Clinical genetics unit', 'Coronary care unit', 'Diabetes unit', 'Emergency department', 'Infectious diseases unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Psychiatric unit']"
Nambour Selangor Private Hospital,Private,62 Netherton Street,"Nambour, Qld 4560","
07 5459 7444
",http://www.nambourselangor.com.au,50–99,Member of Ramsay Health Care Australia Pty Ltd,"['Acute renal dialysis unit', 'Obstetric services']"
Nanango Hospital,Public,135 Brisbane Street,"Nanango, Qld 4615","
07 4171 6700
",http://www.health.qld.gov.au/services/darlingdowns/ddowns-nanango-hs.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services']"
Nannup Hospital,Public,Carey Street,"Nannup, WA 6275","
08 9756 3800
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=126,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Geriatric assessment unit', 'Nursing home care unit']"
Naracoorte Health Service,Public,101 Jenkins Terrace,"Naracoorte, SA 5271","
08 8762 8100
",http://www.sahealth.sa.gov.au/naracoortehospital,50–99,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit', 'Obstetric services', 'Oncology unit', 'Rehabilitation unit']"
Narembeen Memorial Hospital,Public,Ada Street,"Narembeen, WA 6369","
08 9064 6222
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=127,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Hospice care unit', 'Nursing home care unit']"
Narrabri Hospital,Public,11 Cameron Street,"Narrabri, NSW 2390","
02 6799 2800
",http://www.hnehealth.nsw.gov.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Hospice care unit', 'Obstetric services']"
Narrandera Hospital,Public,54 Adams Street,"Narrandera, NSW 2700","
02 6951 0200
",http://www.hnehealth.nsw.gov.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Obstetric services']"
Narrogin Hospital,Public,Williams Road,"Narrogin, WA 6312","
08 9881 0333
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=129,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Emergency services', 'Hospice care unit', 'Obstetric services', 'Oncology unit', 'Psychiatric unit', 'Rehabilitation unit']"
Narromine Health Service,Public,128 Cathundral Street,"Narromine, NSW 2821","
02 6889 9600
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=129,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Nathalia District Hospital,Public,36-44 McDonnell Street,"Nathalia, Vic 3638","
03 5866 9444
",http://www.humehealth.com.au/nathalia,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
National Capital Private Hospital,Private,Corner of Gilmore Crescent and Hospital Road,"Garran, ACT 2605","
02 6222 6666
",http://www.nationalcapitalprivatehospital.com.au,50–99,Member of Healthscope,"['Coronary care unit', 'Intensive care unit']"
